cod_loja,cod_ap,cod_municipio,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18
583,1100288003002,1100288,,FEATURE_02_VALUE_06,False,34.61,FEATURE_05_VALUE_03,9,0.300999554603172,0.306818300087903,20.33849422,1.77803065324846,,,,,,,,
584,1100015001001,1100015,,FEATURE_02_VALUE_06,False,25.07,FEATURE_05_VALUE_03,2,0.300999554603172,0.306818300087903,5.8374786,3.90960982093987,,,,,,,,
585,2411502001001,2411502,,FEATURE_02_VALUE_06,False,25.5,FEATURE_05_VALUE_03,2,0.16889200602597,0.168936220710479,6.61813975,4.19023674837628,,,,,,,,
586,4107652003001,4107652,,FEATURE_02_VALUE_04,False,35.85,FEATURE_05_VALUE_03,6,0.168921519796663,0.16765931392066,30.04759597,2.1691032926988,,,77.0,84.6,0.0,50.0,72.6,69.9
587,3550308005248,3550308,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,True,23.77,FEATURE_05_VALUE_02,7,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,,,,,,,,
589,3549904005009,3549904,,FEATURE_02_VALUE_02,False,33.88,FEATURE_05_VALUE_05,4,0.157930803400635,0.159030009934577,296.82883547,3.77579338858578,,,,,,,,
590,5106224003001,5106224,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,31.25,FEATURE_05_VALUE_03,10,0.21028867397802,0.167499230544558,21.58249007,5.03626107977438,,,96.0,85.8,100.0,100.0,61.0,82.5
591,3170701003004,3170701,,FEATURE_02_VALUE_02,False,60.43,FEATURE_05_VALUE_03,14,0.167990698683764,0.16289364280521,57.46607474,3.77777609876618,,,100.0,91.3,100.0,100.0,75.7,89.7
593,5212501003003,5212501,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,40.0,FEATURE_05_VALUE_03,5,0.207150935969518,0.213091115220355,52.88784408,1.03072062832729,FEATURE_11_VALUE_06,FEATURE_12_VALUE_02,,,,,,
594,1100056001001,1100056,,FEATURE_02_VALUE_04,False,25.24,FEATURE_05_VALUE_03,5,0.273235654472066,0.2620984467052,5.96640293,5.55987990659402,,,100.0,91.2,0.0,100.0,75.1,85.6
595,3552205005010,3552205,,FEATURE_02_VALUE_06,True,42.14,FEATURE_05_VALUE_03,9,0.208104739400747,0.193996955600903,334.69777355,4.34163049933403,,,,,,,,
597,3552205005010,3552205,,FEATURE_02_VALUE_06,True,48.71,FEATURE_05_VALUE_03,6,0.208104739400747,0.193996955600903,334.69777355,4.34163049933403,,,,,,,,
598,5108402005015,5108402,FEATURE_01_VALUE_08,FEATURE_02_VALUE_03,False,45.52,FEATURE_05_VALUE_02,8,0.196932279616043,0.194589228728957,143.79900083,1.86154567860786,,,100.0,98.5,100.0,100.0,77.1,91.4
599,3304557005127,3304557,,FEATURE_02_VALUE_03,True,20.5,FEATURE_05_VALUE_06,4,0.0983988290578631,0.0894600495753896,2972.1393031,2.96450423067178,,,,,,,,
600,4314902004005,4314902,,FEATURE_02_VALUE_03,True,30.29,FEATURE_05_VALUE_05,6,0.116197735939536,0.117093552085394,842.4716613,3.72409973274506,,,,,,,,
602,2307304005019,2307304,,FEATURE_02_VALUE_02,False,47.17,FEATURE_05_VALUE_05,11,0.192293749165163,0.184504779766775,107.43711552,2.25545255655547,,,100.0,85.0,66.7,100.0,69.8,86.1
604,2412302001001,2412302,,FEATURE_02_VALUE_06,False,26.79,FEATURE_05_VALUE_03,2,0.110672161220728,0.111616501414083,4.30251244,7.73215804531045,,,,,,,,
605,1100205004018,1100205,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,True,48.4,FEATURE_05_VALUE_03,4,0.265099677808683,0.254715018647376,228.91880147,2.18797489000454,,,,,,,,
606,1100205004009,1100205,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,True,30.0,FEATURE_05_VALUE_03,9,0.265099677808683,0.254715018647376,228.91880147,2.18797489000454,,,100.0,90.0,100.0,100.0,76.9,89.9
607,4315701003001,4315701,,FEATURE_02_VALUE_06,False,21.75,FEATURE_05_VALUE_03,3,0.13982505568658,0.138047951398103,8.6866062,2.56844917039092,,,,,,,,
608,4104204003001,4104204,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,40.29,FEATURE_05_VALUE_03,9,0.168921519796663,0.16765931392066,39.696496,1.61162951860626,,,90.0,59.7,100.0,100.0,95.2,89.1
609,1100205004010,1100205,,FEATURE_02_VALUE_02,True,37.49,FEATURE_05_VALUE_03,6,0.265099677808683,0.254715018647376,228.91880147,2.18797489000454,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,,,,,,
611,3143302005008,3143302,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,48.35,FEATURE_05_VALUE_05,12,0.212469101805771,0.220986517501092,110.81193763,1.52149106124002,,,96.9,94.4,0.0,100.0,97.2,94.1
612,5208707005021,5208707,,FEATURE_02_VALUE_03,False,39.0,FEATURE_05_VALUE_06,3,0.190896443211245,0.179423052902789,661.41587319,2.7958400695605,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,,,,,,
613,4304408003001,4304408,,FEATURE_02_VALUE_04,False,29.98,FEATURE_05_VALUE_03,3,0.140449240676218,0.136630796487754,18.31262342,2.35787885218457,,,,,,,,
614,2906873003001,2906873,,FEATURE_02_VALUE_04,False,20.0,FEATURE_05_VALUE_03,7,0.106040853463556,0.101459928089338,9.54273745,3.40761943706127,,,,,,,,
615,5300108005019,5300108,FEATURE_01_VALUE_08,FEATURE_02_VALUE_02,True,36.41,FEATURE_05_VALUE_05,9,0.215966958345941,0.19728680271075,1562.67481722,3.67088303606042,,,,,,,,
616,1705508003001,1705508,,FEATURE_02_VALUE_06,False,32.0,FEATURE_05_VALUE_03,7,0.19978112288034,0.193956831317594,13.97694784,2.94282098819929,,,100.0,89.0,100.0,100.0,45.4,76.5
617,5219704001001,5219704,FEATURE_01_VALUE_08,FEATURE_02_VALUE_04,False,36.71,FEATURE_05_VALUE_03,2,0.327743117089345,0.314843265251705,2.48116484,10.1255569056298,,,,,,,,
619,4309308003001,4309308,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,65.75,FEATURE_05_VALUE_03,7,0.116197735939536,0.117093552085394,42.66198706,2.01961041715053,,,100.0,63.4,100.0,100.0,93.9,91.7
691,3300456005001,3300456,,FEATURE_02_VALUE_06,False,24.73,FEATURE_05_VALUE_06,2,0.0983988290578631,0.0894600495753896,124.07120628,0.415690659638723,,,,,,,,
621,3548708005006,3548708,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,True,29.22,FEATURE_05_VALUE_06,6,0.190102227825834,0.179139940969186,374.34233659,2.69302567555161,,,100.0,78.1,100.0,100.0,99.2,96.3
622,3550308005001,3550308,,FEATURE_02_VALUE_03,True,64.0,FEATURE_05_VALUE_03,8,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,,,88.0,82.8,100.0,100.0,98.8,87.0
623,3550308005003,3550308,,FEATURE_02_VALUE_03,True,33.15,FEATURE_05_VALUE_03,0,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,,,,,,,,
624,3550308005003,3550308,,FEATURE_02_VALUE_03,True,32.65,FEATURE_05_VALUE_03,6,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,,,,,,,,
625,5221858003006,5221858,,FEATURE_02_VALUE_02,False,45.57,FEATURE_05_VALUE_05,12,0.207150935969518,0.213091115220355,62.27543295,1.95752177742977,,,100.0,95.3,100.0,100.0,72.3,89.0
626,2604205003002,2604205,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,27.5,FEATURE_05_VALUE_03,2,0.141745435416857,0.161889569151469,12.83229329,2.41726896951824,FEATURE_11_VALUE_06,FEATURE_12_VALUE_02,,,,,,
627,2611804003001,2611804,,FEATURE_02_VALUE_02,False,26.0,FEATURE_05_VALUE_03,6,0.141745435416857,0.161889569151469,15.18867096,2.14320924151825,FEATURE_11_VALUE_06,FEATURE_12_VALUE_02,92.5,78.8,100.0,100.0,99.5,94.8
628,4304606005014,4304606,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,False,49.51,FEATURE_05_VALUE_05,8,0.116197735939536,0.117093552085394,154.6510269,1.46480226634207,,,99.1,80.5,100.0,100.0,84.4,90.9
629,3549805005001,3549805,FEATURE_01_VALUE_08,FEATURE_02_VALUE_03,False,68.86,FEATURE_05_VALUE_05,8,0.184631452253734,0.181666126738905,255.56678459,2.48560608114826,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,99.2,91.6,100.0,100.0,75.8,89.7
630,3550308005095,3550308,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,True,39.83,FEATURE_05_VALUE_03,3,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,,,96.9,80.0,100.0,100.0,92.1,93.0
631,3520509005003,3520509,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,48.27,FEATURE_05_VALUE_03,9,0.181659821321196,0.177938541924162,121.97093276,2.16419299407444,,,,,,,,
632,3509601003003,3509601,,FEATURE_02_VALUE_06,False,42.5,FEATURE_05_VALUE_03,8,0.254780238181455,0.246963956459683,36.5107245,1.23690427597808,,,,,,,,
633,4114302001001,4114302,,FEATURE_02_VALUE_04,False,29.86,FEATURE_05_VALUE_03,4,0.168921519796663,0.16765931392066,3.59002605,4.01525798032524,,,,,,,,
634,2515302003001,2515302,,FEATURE_02_VALUE_04,False,30.35,FEATURE_05_VALUE_03,2,0.126891061398195,0.142820470232326,16.25308898,1.9150484507258,,,,,,,,
635,2516300001001,2516300,,FEATURE_02_VALUE_04,False,22.5,FEATURE_05_VALUE_03,3,0.177420890995106,0.199216226835575,6.40323979,5.9580552907531,,,,,,,,
638,2802106003002,2802106,,FEATURE_02_VALUE_04,False,32.0,FEATURE_05_VALUE_03,7,0.186888588572377,0.177136421241751,25.22754122,2.9237628828302,FEATURE_11_VALUE_06,FEATURE_12_VALUE_02,100.0,72.3,100.0,100.0,100.0,95.8
639,4118402003002,4118402,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,57.21,FEATURE_05_VALUE_03,11,0.197542111271755,0.160301598320729,36.40037965,2.30486441635071,,,93.1,82.8,100.0,100.0,68.2,83.6
640,1400100005012,1400100,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,55.83,FEATURE_05_VALUE_03,11,0.219853045889061,0.233171305073505,215.88556691,2.18263000679733,,,,,,,,
642,3169901003002,3169901,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,38.31,FEATURE_05_VALUE_03,1,0.122070233670876,0.115253073728178,44.35974334,1.80160703347386,,,,,,,,
643,5215231003002,5215231,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,36.0,FEATURE_05_VALUE_03,4,0.207150935969518,0.213091115220355,29.01489105,0.937409188484866,FEATURE_11_VALUE_06,FEATURE_12_VALUE_01,,,,,,
644,2210607003002,2210607,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,32.0,FEATURE_05_VALUE_03,6,0.211672384584042,0.195011489967515,10.42221785,2.95840482811668,,,,,,,,
647,3203205003005,3203205,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,47.7,FEATURE_05_VALUE_03,6,0.170267221784895,0.163165190161227,63.36168263,1.83304615610221,,,100.0,81.3,100.0,100.0,72.4,86.6
648,2403103003001,2403103,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,31.0,FEATURE_05_VALUE_03,3,0.212811503573314,0.206910956589429,19.19291802,2.22781651703166,,,63.5,87.2,100.0,50.0,96.3,77.0
649,1100023003001,1100023,,FEATURE_02_VALUE_06,False,33.5,FEATURE_05_VALUE_03,13,0.30448286833323,0.293491608062972,34.24306213,2.87353569410255,,,,,,,,
650,4321501003001,4321501,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,50.1,FEATURE_05_VALUE_03,5,0.146232867017383,0.154124019067604,17.67775013,2.69490931630151,,,67.2,59.7,100.0,100.0,68.5,73.5
651,3516408003006,3516408,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,37.99,FEATURE_05_VALUE_03,4,0.188875419036427,0.191677597009298,54.29793428,1.37216562039038,,,,,,,,
654,3303401003006,3303401,,FEATURE_02_VALUE_06,False,52.22,FEATURE_05_VALUE_05,4,0.105646172190749,0.0955063508604972,74.58831612,2.16466615436234,,,,,,,,
655,1302603005008,1302603,,FEATURE_02_VALUE_02,True,38.85,FEATURE_05_VALUE_06,9,0.108044703501888,0.106761644766951,1024.6840934,1.7495168174734,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,,,,,,
656,3518800005024,3518800,,FEATURE_02_VALUE_03,False,64.95,FEATURE_05_VALUE_05,8,0.208766597327068,0.204542906224457,551.93508231,1.13226261548135,,,100.0,96.4,0.0,100.0,88.1,92.0
657,3554003003002,3554003,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,46.25,FEATURE_05_VALUE_03,10,0.179395243352292,0.174048198412054,52.12947988,2.57109065665655,,,93.1,75.6,0.0,100.0,99.3,90.9
658,3112307003002,3112307,,FEATURE_02_VALUE_06,False,31.27,FEATURE_05_VALUE_03,5,0.200490756403885,0.186739466651039,7.43709239,2.67881060809001,,,,,,,,
659,4208500001001,4208500,,FEATURE_02_VALUE_04,False,22.3,FEATURE_05_VALUE_03,3,0.162837616322036,0.172196043633297,7.42746304,4.15610323760442,,,,,,,,
660,5204300001001,5204300,FEATURE_01_VALUE_08,FEATURE_02_VALUE_04,False,27.58,FEATURE_05_VALUE_03,2,0.17579129891462,0.173988520889828,5.64799866,6.73990698928355,,,,,,,,
661,5105622001001,5105622,,FEATURE_02_VALUE_04,False,29.7,FEATURE_05_VALUE_03,4,0.276459504796804,0.266934324087013,9.80467665,3.79233190488832,,,100.0,95.8,100.0,100.0,100.0,99.3
662,5107958003003,5107958,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,40.78,FEATURE_05_VALUE_03,7,0.238097957514668,0.232611484998328,51.35328925,2.1211382027596,FEATURE_11_VALUE_06,FEATURE_12_VALUE_02,,,,,,
663,5218003003002,5218003,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,32.62,FEATURE_05_VALUE_03,5,0.327743117089345,0.314843265251705,12.32172435,2.23224251082638,,,100.0,73.8,100.0,100.0,91.5,92.8
664,1501303003002,1501303,FEATURE_01_VALUE_08,FEATURE_02_VALUE_02,False,35.78,FEATURE_05_VALUE_06,7,0.139606040145107,0.128052127386572,17.94385438,0.863714490538008,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,,,,,,
665,2700706001001,2700706,,FEATURE_02_VALUE_06,False,22.0,FEATURE_05_VALUE_03,2,0.246263982213262,0.236222332674704,4.47949354,5.40657439446367,,,,,,,,
666,3162005001001,3162005,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,30.47,FEATURE_05_VALUE_03,2,0.151100749245935,0.137125056726373,5.91788906,3.95663527736013,,,,,,,,
667,2610608003001,2610608,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,31.0,FEATURE_05_VALUE_03,2,0.143978809030035,0.163933138079959,15.95536335,1.81725666933198,,,,,,,,
668,2501807003003,2501807,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,32.5,FEATURE_05_VALUE_03,5,0.101557578651284,0.0564022527312486,36.73669187,2.08029956313709,,,96.0,74.6,100.0,100.0,91.9,92.2
669,4127106003002,4127106,,FEATURE_02_VALUE_06,False,44.4,FEATURE_05_VALUE_03,8,0.221791027527555,0.221040979301119,28.75344567,2.63820918360617,FEATURE_11_VALUE_06,FEATURE_12_VALUE_02,87.2,90.7,100.0,100.0,99.6,93.3
670,4206504003001,4206504,,FEATURE_02_VALUE_06,False,22.0,FEATURE_05_VALUE_03,2,0.146729639879962,0.156239747137473,15.29044581,2.4463036352072,,,,,,,,
671,3529302003003,3529302,,FEATURE_02_VALUE_06,False,35.33,FEATURE_05_VALUE_03,4,0.183696638072003,0.187609639092431,34.25466865,3.6837387492479,FEATURE_11_VALUE_06,FEATURE_12_VALUE_02,,,,,,
672,5002407001001,5002407,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,28.0,FEATURE_05_VALUE_03,2,0.198313984704114,0.218702781530092,10.03238938,3.51654534585223,,,,,,,,
673,3200607003001,3200607,,FEATURE_02_VALUE_06,False,43.0,FEATURE_05_VALUE_03,1,0.170267221784895,0.163165190161227,37.04179383,2.10402289176906,,,,,,,,
674,2807402003002,2807402,,FEATURE_02_VALUE_04,False,30.7,FEATURE_05_VALUE_03,3,0.176152250858794,0.164049649271036,15.03265872,3.89294403892944,,,,,,,,
675,3519055001001,3519055,,FEATURE_02_VALUE_06,False,33.45,FEATURE_05_VALUE_03,2,0.181659821321196,0.177938541924162,5.70892253,7.47663551401869,,,,,,,,
676,3525102003001,3525102,,FEATURE_02_VALUE_02,False,42.68,FEATURE_05_VALUE_03,4,0.191442797204931,0.18346116273752,16.98580149,2.39240173209885,,,,,,,,
677,3531506001001,3531506,FEATURE_01_VALUE_08,FEATURE_02_VALUE_06,False,37.33,FEATURE_05_VALUE_03,3,0.217695383616102,0.216985312284916,8.37714547,5.18027351844177,,,,,,,,
679,3525706003001,3525706,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,47.96,FEATURE_05_VALUE_03,9,0.184631452253734,0.181666126738905,16.16420721,5.6277787157409,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,65.3,100.0,100.0,91.1,91.0
681,2300200003002,2300200,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,25.0,FEATURE_05_VALUE_03,4,0.146195373797608,0.127290327598246,10.43514236,1.63371998039536,,,,,,,,
682,4303103003005,4303103,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,24.22,FEATURE_05_VALUE_06,4,0.116197735939536,0.117093552085394,60.46266886,2.38142488589006,,,,,,,,
684,1702109003002,1702109,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,34.4,FEATURE_05_VALUE_03,3,0.19978112288034,0.193956831317594,64.10649649,2.35041102812854,,,,,,,,
686,4216701001001,4216701,,FEATURE_02_VALUE_04,False,21.66,FEATURE_05_VALUE_03,1,0.121011820625283,0.131514106048759,3.74204307,7.19372706999496,,,,,,,,
689,3530607005004,3530607,FEATURE_01_VALUE_08,FEATURE_02_VALUE_02,False,41.13,FEATURE_05_VALUE_03,5,0.216763350250731,0.211583413098421,168.30354708,1.8839798131563,,,,,,,,
690,2207801001001,2207801,,FEATURE_02_VALUE_02,False,31.2,FEATURE_05_VALUE_03,5,0.185979336084489,0.192458456643139,5.40637632,4.9583498611662,,,,,,,,
692,4306809001001,4306809,,FEATURE_02_VALUE_06,False,27.1,FEATURE_05_VALUE_03,1,0.158128263647263,0.167915976177568,9.76893665,4.56975734588493,,,,,,,,
693,3550308005172,3550308,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,True,62.41,FEATURE_05_VALUE_05,14,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,,,100.0,95.4,100.0,100.0,97.8,98.5
694,1100254001001,1100254,,FEATURE_02_VALUE_06,False,23.5,FEATURE_05_VALUE_03,4,0.260441270678544,0.262887812535083,5.49004826,4.43321363656515,,,,,,,,
695,3204559003002,3204559,,FEATURE_02_VALUE_04,False,25.0,FEATURE_05_VALUE_03,2,0.231306463172339,0.210352026799921,6.24387301,2.57400257400257,FEATURE_11_VALUE_06,FEATURE_12_VALUE_02,77.0,66.5,0.0,50.0,82.3,70.6
696,4321402001001,4321402,,FEATURE_02_VALUE_06,False,19.25,FEATURE_05_VALUE_03,0,0.145171018220952,0.163623541991803,2.96904716,7.12301445971935,,,,,,,,
697,3143906003001,3143906,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,42.36,FEATURE_05_VALUE_03,5,0.170510137202163,0.157266064096131,43.2424485,2.79686378341087,,,100.0,91.6,100.0,100.0,72.4,88.4
698,4300604005001,4300604,,FEATURE_02_VALUE_06,False,20.41,FEATURE_05_VALUE_06,4,0.116197735939536,0.117093552085394,79.03187852,0.968236985684616,,,,,,,,
699,2409407003001,2409407,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,53.0,FEATURE_05_VALUE_03,7,0.218253528082265,0.198233800452257,12.5347866,3.33845229351673,,,100.0,91.3,100.0,100.0,99.0,98.2
700,3525904005009,3525904,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,False,42.96,FEATURE_05_VALUE_03,12,0.254780238181455,0.246963956459683,188.31757217,2.48820590401497,,,98.4,87.8,100.0,100.0,99.8,97.5
701,1302603005011,1302603,,FEATURE_02_VALUE_02,True,45.0,FEATURE_05_VALUE_03,8,0.108044703501888,0.106761644766951,1024.6840934,1.7495168174734,,,,,,,,
702,2600054003004,2600054,,FEATURE_02_VALUE_02,False,26.35,FEATURE_05_VALUE_03,5,0.1242655343867,0.0727125830348488,43.2050563,1.01417821139531,,,,,,,,
703,3301009005002,3301009,FEATURE_01_VALUE_08,FEATURE_02_VALUE_02,False,46.4,FEATURE_05_VALUE_03,6,0.198177503864375,0.181712782749241,151.8963048,1.6529950203525,,,97.0,90.6,100.0,100.0,100.0,90.3
704,1721000005005,1721000,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,True,57.5,FEATURE_05_VALUE_05,11,0.207525473018586,0.194748792214034,152.04004108,2.20001026671458,,,98.2,89.7,0.0,100.0,92.6,92.1
705,3143203001001,3143203,,FEATURE_02_VALUE_04,False,24.1,FEATURE_05_VALUE_03,2,0.151852638419961,0.141952940672358,5.86580691,4.56308464522017,,,,,,,,
706,3134905001001,3134905,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,35.45,FEATURE_05_VALUE_03,15,0.179821197822984,0.171360317418069,9.04597429,4.01123144805455,,,,,,,,
707,4211306003003,4211306,FEATURE_01_VALUE_08,FEATURE_02_VALUE_04,False,47.0,FEATURE_05_VALUE_03,4,0.169939584308514,0.180518442629214,26.97820174,2.74830978947947,,,97.0,93.8,100.0,100.0,96.1,96.9
708,-1,-1,FEATURE_01_VALUE_08,FEATURE_02_VALUE_02,True,46.5,FEATURE_05_VALUE_07,4,0.168921519796663,0.16765931392066,115.95884837,2.34982124574095,FEATURE_11_VALUE_01,FEATURE_12_VALUE_02,98.8,70.1,80.0,100.0,81.1,85.8
709,3136702005006,3136702,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,27.53,FEATURE_05_VALUE_05,4,0.104638759550524,0.098191378187481,260.19592702,2.70132040541417,,,,,,,,
710,3172004003002,3172004,,FEATURE_02_VALUE_04,False,22.5,FEATURE_05_VALUE_03,2,0.122070233670876,0.115253073728178,12.34344255,2.42824534991016,,,,,,,,
711,3528007001001,3528007,,FEATURE_02_VALUE_04,False,25.44,FEATURE_05_VALUE_03,1,0.157424641174785,0.155198700948254,7.22448345,5.87785810850526,,,,,,,,
712,1506807005002,1506807,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,54.48,FEATURE_05_VALUE_03,7,0.182505267850711,0.179139846770707,92.24230632,2.05114180226993,,,76.8,80.3,0.0,50.0,58.8,64.9
713,3534708003004,3534708,,FEATURE_02_VALUE_02,False,60.67,FEATURE_05_VALUE_03,8,0.167444484347312,0.152595615102377,51.77729692,4.533831450282,,,100.0,93.8,100.0,100.0,72.7,89.0
714,3556503003004,3556503,,FEATURE_02_VALUE_06,False,30.85,FEATURE_05_VALUE_03,5,0.254780238181455,0.246963956459683,49.2695346,1.71525115565047,,,,,,,,
716,2606002003002,2606002,,FEATURE_02_VALUE_06,False,33.82,FEATURE_05_VALUE_02,7,0.111534127087854,0.123611767484929,54.13831965,2.19059649942679,,,100.0,77.5,33.3,100.0,96.7,93.1
717,2608800003002,2608800,,FEATURE_02_VALUE_06,False,31.75,FEATURE_05_VALUE_03,4,0.111534127087854,0.123611767484929,13.19974086,2.54841997961264,,,,,,,,
718,2501906001001,2501906,,FEATURE_02_VALUE_02,True,25.0,FEATURE_05_VALUE_03,2,0.168794458935012,0.178273583031917,6.22898175,5.68375582584972,,,100.0,97.7,100.0,100.0,62.0,85.8
719,1100049003003,1100049,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,45.32,FEATURE_05_VALUE_03,8,0.300999554603172,0.306818300087903,27.89258546,3.43934148075115,,,96.9,96.9,100.0,100.0,69.4,87.4
720,5103403005011,5103403,FEATURE_01_VALUE_08,FEATURE_02_VALUE_03,False,46.4,FEATURE_05_VALUE_05,14,0.196932279616043,0.194589228728957,332.69338717,2.7562968462796,,,97.0,99.4,100.0,100.0,100.0,99.1
721,-1,-1,,FEATURE_02_VALUE_04,True,35.3,FEATURE_05_VALUE_03,5,0.215966958345941,0.19728680271075,1562.67481722,3.67088303606042,,,100.0,73.1,100.0,100.0,88.3,91.3
722,3515186003001,3515186,,FEATURE_02_VALUE_02,False,38.45,FEATURE_05_VALUE_03,9,0.160409617667103,0.147062006779482,19.49607526,2.27806000410051,,,,,,,,
723,3543402005001,3543402,,FEATURE_02_VALUE_02,True,49.09,FEATURE_05_VALUE_05,5,0.191442797204931,0.18346116273752,344.88946932,4.80247567621109,,,100.0,79.4,100.0,100.0,60.9,82.4
724,3304524003004,3304524,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,47.19,FEATURE_05_VALUE_03,10,0.136647937171823,0.124230737387221,53.90634967,1.51542704734194,,,100.0,76.9,100.0,100.0,67.4,84.1
725,2313104003001,2313104,,FEATURE_02_VALUE_02,False,30.0,FEATURE_05_VALUE_03,5,0.217947112542702,0.199989935245308,8.97588354,3.30436506625252,,,,,,,,
726,3550308005038,3550308,,FEATURE_02_VALUE_03,True,28.0,FEATURE_05_VALUE_03,4,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,FEATURE_11_VALUE_01,FEATURE_12_VALUE_02,,,,,,
727,5217609003002,5217609,,FEATURE_02_VALUE_06,False,46.28,FEATURE_05_VALUE_03,8,0.207150935969518,0.213091115220355,23.72553004,1.14319683563116,,,,,,,,
816,2605301003001,2605301,,FEATURE_02_VALUE_03,False,20.3,FEATURE_05_VALUE_03,3,0.156993080949126,0.176525339810681,6.69841614,3.13204710598847,,,,,,,,
728,5002704005006,5002704,FEATURE_01_VALUE_08,FEATURE_02_VALUE_03,False,60.9,FEATURE_05_VALUE_05,12,0.187376319818174,0.192752197078336,391.76496721,2.46010529250652,FEATURE_11_VALUE_07,FEATURE_12_VALUE_01,97.0,83.1,100.0,100.0,73.0,85.7
729,5005004001001,5005004,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,41.16,FEATURE_05_VALUE_03,3,0.236813321949031,0.266772786154512,9.09414718,3.92572527774506,,,,,,,,
731,2109908003002,2109908,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,50.61,FEATURE_05_VALUE_03,20,0.184484825547347,0.17984651921319,30.42147809,1.20137437228189,,,,,,,,
732,3157005003002,3157005,,FEATURE_02_VALUE_02,False,37.0,FEATURE_05_VALUE_03,4,0.197365001904261,0.22844697188994,9.86828696,2.42124888017239,,,,,,,,
734,1502939003002,1502939,,FEATURE_02_VALUE_06,False,38.0,FEATURE_05_VALUE_03,6,0.155925048567388,0.148429074121287,15.43420041,1.77311252172063,,,,,,,,
735,4108304003011,4108304,FEATURE_01_VALUE_03,FEATURE_02_VALUE_06,False,7.62,FEATURE_05_VALUE_06,2,0.226926390167403,0.240252975131723,86.77401425,3.03280739398443,,,,,,,,
